ID,TxLat,TxLon,RxLat,RxLon,h_tx__meter,h_rx__meter,f__mhz,d__km,L_meas__db,L_fs__db,L_excess__db,Cnt,Sigma__db
9312,39.992310756,-105.2731667,40.016678,-105.285818,19.2,2.82,3475,2.91329959129423,129.315942,112.55679913682,16.7591428631797,1,0
9313,39.992310756,-105.2731667,40.016679,-105.285813,19.2,2.82,3475,2.91324442761177,129.260818,112.556634666885,16.7041833331146,1,0
9314,39.992310756,-105.2731667,40.016681,-105.285807,19.2,2.82,3475,2.91326082213614,129.111524,112.556683547311,16.5548404526887,1,0
9315,39.992310756,-105.2731667,40.016682,-105.285802,19.2,2.82,3475,2.91320580808105,129.220809,112.55651952131,16.6642894786898,1,0
9316,39.992310756,-105.2731667,40.016683,-105.285797,19.2,2.82,3475,2.91315085979329,129.230386,112.556355688304,16.6740303116957,1,0
9317,39.992310756,-105.2731667,40.016684,-105.285791,19.2,2.82,3475,2.91306437864493,129.270168,112.556097831126,16.7140701688739,1,0
9318,39.992310756,-105.2731667,40.016685,-105.285786,19.2,2.82,3475,2.91300957382618,129.240818,112.555934417956,16.6848835820442,1,0
9319,39.992310756,-105.2731667,40.016686,-105.28578,19.2,2.82,3475,2.91292326215941,129.60492,112.555677053639,17.049242946361,1,0
9320,39.992310756,-105.2731667,40.016687,-105.285775,19.2,2.82,3475,2.91286860083089,129.724947,112.555514060426,17.169432939574,1,0
9321,39.992310756,-105.2731667,40.016688,-105.28577,19.2,2.82,3475,2.91281400529301,129.394402,112.555351260339,16.8390507396607,1,0
9322,39.992310756,-105.2731667,40.016689,-105.285764,19.2,2.82,3475,2.91272794085122,129.435107,112.555094615979,16.880012384021,1,0
9323,39.992310756,-105.2731667,40.016691,-105.285759,19.2,2.82,3475,2.91277667843894,129.835567,112.555239952507,17.2803270474928,1,0
9324,39.992310756,-105.2731667,40.016692,-105.285753,19.2,2.82,3475,2.91269079081981,130.039662,112.554983832158,17.484678167842,1,0
9325,39.992310756,-105.2731667,40.016693,-105.285748,19.2,2.82,3475,2.91263648849528,129.91715,112.554821896536,17.3623281034639,1,0
9326,39.992310756,-105.2731667,40.016694,-105.285743,19.2,2.82,3475,2.91258225197977,129.743227,112.55466015415,17.1885668458496,1,0
9327,39.992310756,-105.2731667,40.016695,-105.285737,19.2,2.82,3475,2.91249661166902,129.51568,112.554404754248,16.9612752457524,1,0
9328,39.992310756,-105.2731667,40.016696,-105.285732,19.2,2.82,3475,2.91244251871475,129.289852,112.554243432242,16.7356085677579,1,0
9329,39.992310756,-105.2731667,40.016697,-105.285727,19.2,2.82,3475,2.9123884915794,129.134014,112.554082303538,16.5799316964616,1,0
9330,39.992310756,-105.2731667,40.016698,-105.285721,19.2,2.82,3475,2.91230309862897,129.663418,112.553827624391,17.1095903756088,1,0
9331,39.992310756,-105.2731667,40.0167,-105.285716,19.2,2.82,3475,2.91235245784334,129.93011,112.553974836079,17.3761351639206,1,0
9332,39.992310756,-105.2731667,40.016701,-105.28571,19.2,2.82,3475,2.91226724178729,129.751979,112.553720681372,17.1982583186282,1,0
9333,39.992310756,-105.2731667,40.016702,-105.285705,19.2,2.82,3475,2.91221350799109,129.756808,112.553560417876,17.2032475821242,1,0
9334,39.992310756,-105.2731667,40.016703,-105.2857,19.2,2.82,3475,2.91215984003499,129.95491,112.553400347799,17.4015096522007,1,0
9335,39.992310756,-105.2731667,40.016704,-105.285694,19.2,2.82,3475,2.91207487141878,130.008954,112.553146914324,17.4558070856765,1,0
9336,39.992310756,-105.2731667,40.016705,-105.285689,19.2,2.82,3475,2.9120213470946,130.355841,112.552987265047,17.8028537349526,1,0
9337,39.992310756,-105.2731667,40.016706,-105.285684,19.2,2.82,3475,2.91196788861867,130.311812,112.552827809251,17.7589841907495,1,0
9338,39.992310756,-105.2731667,40.016707,-105.285678,19.2,2.82,3475,2.91188316749776,130.290185,112.552575097325,17.7376099026747,1,0
9339,39.992310756,-105.2731667,40.016708,-105.285673,19.2,2.82,3475,2.91182985268413,130.081146,112.552416062501,17.5287299374986,1,0
9340,39.992310756,-105.2731667,40.016709,-105.285668,19.2,2.82,3475,2.91177660373005,130.125589,112.552257221226,17.573331778774,1,0
9341,39.992310756,-105.2731667,40.01671,-105.285662,19.2,2.82,3475,2.91169213015604,130.226978,112.552005231158,17.674972768842,1,0
9342,39.992310756,-105.2731667,40.016712,-105.285657,19.2,2.82,3475,2.91174234012473,130.424385,112.552155011584,17.8722299884164,1,0
9343,39.992310756,-105.2731667,40.016713,-105.285652,19.2,2.82,3475,2.91168930685369,130.252385,112.55199680894,17.7003881910595,1,0
9344,39.992310756,-105.2731667,40.016714,-105.285646,19.2,2.82,3475,2.91160508810191,130.39672,112.551745571502,17.8449744284979,1,0
9345,39.992310756,-105.2731667,40.016715,-105.285641,19.2,2.82,3475,2.91155219853981,130.624351,112.551587790121,18.072763209879,1,0
9346,39.992310756,-105.2731667,40.016716,-105.285636,19.2,2.82,3475,2.91149937486483,130.635929,112.551430202435,18.0844987975649,1,0
9347,39.992310756,-105.2731667,40.016717,-105.28563,19.2,2.82,3475,2.91141540375252,130.762568,112.551179687412,18.2113883125877,1,0
9348,39.992310756,-105.2731667,40.016718,-105.285625,19.2,2.82,3475,2.9113627238137,130.695907,112.551022521151,18.1448844788492,1,0
9349,39.992310756,-105.2731667,40.016719,-105.28562,19.2,2.82,3475,2.91131010977223,130.608951,112.55086554865,18.0580854513499,1,0
9350,39.992310756,-105.2731667,40.01672,-105.285614,19.2,2.82,3475,2.91122638635453,130.698196,112.550615756359,18.1475802436412,1,0
9351,39.992310756,-105.2731667,40.016721,-105.285609,19.2,2.82,3475,2.91117391607749,130.628165,112.550459205448,18.0777057945521,1,0
9352,39.992310756,-105.2731667,40.016722,-105.285604,19.2,2.82,3475,2.91112151170947,130.783898,112.550302848367,18.2335951516326,1,0
9353,39.992310756,-105.2731667,40.016724,-105.285598,19.2,2.82,3475,2.91114142344533,130.931114,112.550362258649,18.380751741351,1,0
9354,39.992310756,-105.2731667,40.016725,-105.285593,19.2,2.82,3475,2.91108916896228,130.918522,112.550206347039,18.368315652961,1,0
9355,39.992310756,-105.2731667,40.016726,-105.285588,19.2,2.82,3475,2.91103698039885,130.929356,112.55005062932,18.3793053706802,1,0
9356,39.992310756,-105.2731667,40.016727,-105.285582,19.2,2.82,3475,2.91095375971353,131.153936,112.549802313676,18.6041336863236,1,0
9357,39.992310756,-105.2731667,40.016728,-105.285577,19.2,2.82,3475,2.9109017149647,131.415239,112.549647017844,18.8655919821555,1,0
9358,39.992310756,-105.2731667,40.016729,-105.285572,19.2,2.82,3475,2.91084973614539,131.632509,112.549491915968,19.0830170840323,1,0
9359,39.992310756,-105.2731667,40.01673,-105.285567,19.2,2.82,3475,2.91079782326054,132.008088,112.549337008071,19.4587509919287,1,0
9360,39.992310756,-105.2731667,40.016731,-105.285561,19.2,2.82,3475,2.91071492832064,132.424754,112.549089644085,19.8756643559148,1,0
9361,39.992310756,-105.2731667,40.016734,-105.285556,19.2,2.82,3475,2.9108700375759,132.428312,112.549552494625,19.8787595053745,1,0
9362,39.992310756,-105.2731667,40.016735,-105.28555,19.2,2.82,3475,2.9107873269739,132.520333,112.549305686847,19.9710273131531,1,0
9363,39.992310756,-105.2731667,40.016736,-105.285545,19.2,2.82,3475,2.9107357139544,132.705912,112.549151670454,20.1567603295465,1,0
9364,39.992310756,-105.2731667,40.016737,-105.28554,19.2,2.82,3475,2.9106841668835,132.937939,112.548997848129,20.388941151871,1,0
9365,39.992310756,-105.2731667,40.016738,-105.285534,19.2,2.82,3475,2.91060170420473,132.688716,112.548751764448,20.1399642355518,1,0
9366,39.992310756,-105.2731667,40.016739,-105.285529,19.2,2.82,3475,2.91055030102016,132.660934,112.548598364438,20.1123356355619,1,0
9367,39.992310756,-105.2731667,40.01674,-105.285524,19.2,2.82,3475,2.9104989637955,132.769359,112.548445158565,20.2209138414351,1,0
9368,39.992310756,-105.2731667,40.016741,-105.285519,19.2,2.82,3475,2.91044769253639,132.767281,112.548292146856,20.2189888531442,1,0
9369,39.992310756,-105.2731667,40.016742,-105.285513,19.2,2.82,3475,2.9103655557829,132.603491,112.548047015894,20.0554439841063,1,0
9370,39.992310756,-105.2731667,40.016743,-105.285508,19.2,2.82,3475,2.91031442844441,132.755671,112.547894426704,20.2077765732955,1,0
9371,39.992310756,-105.2731667,40.016744,-105.285503,19.2,2.82,3475,2.91026336708455,132.516887,112.547742031753,19.9691449682474,1,0
9372,39.992310756,-105.2731667,40.016745,-105.285498,19.2,2.82,3475,2.91021237170049,132.310864,112.54758983104,19.7632741689602,1,0
9373,39.992310756,-105.2731667,40.016746,-105.285492,19.2,2.82,3475,2.91013056095602,131.810078,112.547345653298,19.2627323467022,1,0
9374,39.992310756,-105.2731667,40.016747,-105.285487,19.2,2.82,3475,2.91007970953109,131.616332,112.547193875323,19.0691381246774,1,0
9375,39.992310756,-105.2731667,40.016748,-105.285482,19.2,2.82,3475,2.91002892409433,131.729463,112.547042291658,19.1824207083425,1,0
9376,39.992310756,-105.2731667,40.01675,-105.285477,19.2,2.82,3475,2.91008173992363,131.808195,112.547199935555,19.260995064445,1,0
9377,39.992310756,-105.2731667,40.016751,-105.285471,19.2,2.82,3475,2.91000026241192,131.639672,112.546956741499,19.0927152585011,1,0
9378,39.992310756,-105.2731667,40.016752,-105.285466,19.2,2.82,3475,2.90994969300096,131.610846,112.546805798509,19.0640402014907,1,0
9379,39.992310756,-105.2731667,40.016753,-105.285461,19.2,2.82,3475,2.90989918959266,131.546681,112.546655049911,19.0000259500891,1,0
9380,39.992310756,-105.2731667,40.016754,-105.285455,19.2,2.82,3475,2.90981796024517,131.846934,112.546412581375,19.3005214186248,1,0
9381,39.992310756,-105.2731667,40.016755,-105.28545,19.2,2.82,3475,2.90976760085077,131.988187,112.546262255845,19.4419247441548,1,0
9382,39.992310756,-105.2731667,40.016756,-105.285445,19.2,2.82,3475,2.90971730747104,132.477169,112.546112124776,19.931056875224,1,0
9383,39.992310756,-105.2731667,40.016757,-105.28544,19.2,2.82,3475,2.90966708010775,133.026687,112.545962188183,20.4807248118171,1,0
9384,39.992310756,-105.2731667,40.016758,-105.285435,19.2,2.82,3475,2.90961691876868,133.103522,112.545812446099,20.5577095539006,1,0
9385,39.992310756,-105.2731667,40.016759,-105.285429,19.2,2.82,3475,2.90953609367962,133.156875,112.545571160881,20.6113038391193,1,0
9386,39.992310756,-105.2731667,40.01676,-105.285424,19.2,2.82,3475,2.90948607639544,133.311988,112.545421842113,20.7665661578872,1,0
